,name,rating,avg_rating,year,rank,page_no,num_voters,list_price,ios_prices,all_prices
2073,Scrabble,6.18,6.28,1948.00,1615.00,17.00,22820.00,16.99,New Amazon: $14.99,List: $16.99Lowest Amazon: $11.14New Amazon: $14.99
2074,Star Wars Miniatures,6.18,6.88,2004.00,1616.00,17.00,1496.00,14.99,New Amazon: $54.99,List: $14.99Lowest Amazon: $37.80New Amazon: $54.99
2075,Prophecy,6.18,6.68,2002.00,1617.00,17.00,1822.00,,List: $19.99New Amazon: $20.46,
2076,Strike,6.18,6.76,2012.00,1618.00,17.00,1502.00,19.99,,List: $19.99New Amazon: $20.46
2077,Click Clack Lumberjack,6.18,6.46,2008.00,1619.00,17.00,3174.00,,,Lowest Amazon: $49.95New Amazon: $65.00
2078,A la carte,6.17,6.48,1989.00,1620.00,17.00,2852.00,,Bananagrams(2006),Used Amazon: $200.00
2079,Bananagrams,6.17,6.35,2006.00,1621.00,17.00,6759.00,14.99,New Amazon: $9.99,List: $14.99Lowest Amazon: $7.25New Amazon: $9.99
2080,Dice Settlers,6.17,7.06,2018.00,1622.00,17.00,964.00,59.95,,List: $59.95New Amazon: $43.58
2081,Prosperity,6.17,6.75,2013.00,1623.00,17.00,1456.00,49.99,New Amazon: $18.95,List: $49.99Lowest Amazon: $17.99New Amazon: $18.95
2082,Cathedral,6.17,6.51,1978.00,1624.00,17.00,2996.00,39.99,New Amazon: $34.74,List: $39.99Lowest Amazon: $29.99New Amazon: $34.74
2083,Cytosis: A Cell Biology Board Game,6.17,7.20,2017.00,1625.00,17.00,943.00,49.99,New Amazon: $28.40,List: $49.99Lowest Amazon: $27.34New Amazon: $28.40
2084,Memoarrr!,6.17,7.01,2017.00,1626.00,17.00,1028.00,,Divinare(2012),New Amazon: $12.65
2085,Divinare,6.17,6.77,2012.00,1627.00,17.00,1415.00,,List: $28.69New Amazon: $28.29,
2086,DC Comics Deck-Building Game: Forever Evil,6.17,7.24,2014.00,1628.00,17.00,876.00,28.69,,List: $28.69New Amazon: $28.29
2087,Masons,6.17,6.53,2006.00,1629.00,17.00,2336.00,39.99,,List: $39.99New Amazon: $11.87
2088,Gaslands,6.17,8.38,2017.00,1630.00,17.00,441.00,,,
2089,7 Ages,6.17,7.08,2004.00,1631.00,17.00,988.00,,List: $15.99Lowest Amazon: $5.99New Amazon: $13.50,
2090,Anomia,6.17,6.62,2010.00,1632.00,17.00,2119.00,15.99,New Amazon: $13.50,List: $15.99Lowest Amazon: $5.99New Amazon: $13.50
2091,Ticket to Ride: Germany,6.17,7.71,2017.00,1633.00,17.00,575.00,,,New Amazon: $38.53
2092,That's Life!,6.17,6.51,2005.00,1634.00,17.00,2595.00,,List: $20.00New Amazon: $16.65,
2093,Spirits of the Forest,6.17,7.11,2018.00,1635.00,17.00,1029.00,20.00,,List: $20.00New Amazon: $16.65
2094,Twixt,6.17,6.60,1962.00,1636.00,17.00,2191.00,,,Lowest Amazon: $25.00New Amazon: $99.99
2095,Sorry! Sliders,6.17,6.41,2008.00,1637.00,17.00,3485.00,29.77,New Amazon: $44.00,List: $29.77Lowest Amazon: $12.28New Amazon: $44.00
2096,Le Fantôme de l'Opéra,6.17,7.06,2013.00,1638.00,17.00,947.00,42.99,,List: $42.99Used Amazon: $59.95
2097,Noblemen,6.17,6.96,2012.00,1639.00,17.00,1039.00,,,Lowest Amazon: $29.99New Amazon: $31.95
2098,River Dragons,6.17,6.48,2000.00,1640.00,17.00,2926.00,39.99,,List: $39.99New Amazon: $34.95
2099,Key Market,6.17,7.44,2010.00,1641.00,17.00,637.00,,New Amazon: $3.95,
2100,The Lord of the Rings Trading Card Game,6.17,6.88,2001.00,1642.00,17.00,1362.00,,Bob Ross: Art of Chill Game(2017),New Amazon: $3.95
2101,Bob Ross: Art of Chill Game,6.17,6.98,2017.00,1643.00,17.00,1152.00,24.99,,List: $24.99New Amazon: $6.42
2102,Industrial Waste,6.17,6.73,2001.00,1644.00,17.00,1458.00,,iOS App: Free,
2103,Hearts,6.17,6.44,1850.00,1645.00,17.00,3324.00,"398890666?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">Free</span></a>",List: $19.99Lowest Amazon: $19.95New Amazon: $19.99,iOS App: Free
2104,Gang of Four,6.17,6.61,1990.00,1646.00,17.00,2050.00,19.99,New Amazon: $19.99,List: $19.99Lowest Amazon: $19.95New Amazon: $19.99
2105,Nautilion,6.17,7.34,2016.00,1647.00,17.00,720.00,,List: $9.95Lowest Amazon: $10.49New Amazon: $15.93,
2106,The Battle for Hill 218,6.16,6.66,2007.00,1648.00,17.00,1688.00,9.95,New Amazon: $15.93,List: $9.95Lowest Amazon: $10.49New Amazon: $15.93
2107,Gemblo,6.16,6.84,2005.00,1649.00,17.00,1287.00,,New Amazon: $43.99,
2108,Bios: Genesis,6.16,7.23,2016.00,1650.00,17.00,837.00,,Drakon (third edition)(2006),New Amazon: $43.99
2109,Drakon (third edition),6.16,6.51,2006.00,1651.00,17.00,2624.00,,Mondo(2011),New Amazon: $29.95
2110,Mondo,6.16,6.54,2011.00,1652.00,17.00,2290.00,,Khet: The Laser Game(2005),New Amazon: $168.00
2111,Khet: The Laser Game,6.16,6.54,2005.00,1653.00,17.00,2494.00,,,Lowest Amazon: $23.95New Amazon: $95.50
2112,Animals on Board,6.16,6.67,2016.00,1654.00,17.00,1596.00,24.95,,List: $24.95New Amazon: $29.95
2113,The Name of the Rose,6.16,6.78,2008.00,1655.00,17.00,1367.00,,,
2114,Funemployed,6.16,6.89,2013.00,1656.00,17.00,1199.00,,Lowest Amazon: $1.12New Amazon: $8.32,
2115,Lost Legacy: Flying Garden,6.16,6.74,2014.00,1657.00,17.00,1426.00,,,Lowest Amazon: $1.12New Amazon: $8.32
2116,Heimlich & Co.,6.16,6.44,1984.00,1658.00,17.00,3011.00,,Skat(1810),Used Amazon: $37.95
2117,Skat,6.16,7.24,1810.00,1659.00,17.00,816.00,16.99,,List: $16.99New Amazon: $16.99
2118,Kupferkessel Co.,6.16,6.93,2001.00,1660.00,17.00,1053.00,,List: $49.95Lowest Amazon: $28.90New Amazon: $36.00,
2119,Tempus,6.16,6.49,2006.00,1661.00,17.00,2481.00,49.95,New Amazon: $36.00,List: $49.95Lowest Amazon: $28.90New Amazon: $36.00
2120,P.I.,6.16,6.74,2012.00,1662.00,17.00,1452.00,,,
2121,Flat Top,6.16,7.31,1977.00,1663.00,17.00,806.00,,,
2122,Coffee Roaster,6.16,7.84,2015.00,1664.00,17.00,482.00,,New Amazon: $8.94,
2123,Deckscape: Test Time,6.16,6.83,2017.00,1665.00,17.00,1227.00,,One Night Ultimate Vampire(2015),New Amazon: $8.94
2124,One Night Ultimate Vampire,6.16,6.80,2015.00,1666.00,17.00,1379.00,24.99,,List: $24.99New Amazon: $12.90
2125,Full Metal Planète,6.16,7.46,1988.00,1667.00,17.00,662.00,,New Amazon: $16.47,
2126,Dragon's Gold,6.16,6.45,2001.00,1668.00,17.00,2859.00,,Kokoro: Avenue of the Kodama(2017),New Amazon: $16.47
2127,Kokoro: Avenue of the Kodama,6.16,6.90,2017.00,1669.00,17.00,1085.00,19.99,,List: $19.99New Amazon: $18.70
2128,Stop Thief!,6.16,7.09,2017.00,1670.00,17.00,943.00,29.95,,List: $29.95New Amazon: $29.95
2129,Space Cadets: Away Missions,6.16,7.49,2015.00,1671.00,17.00,655.00,99.99,New Amazon: $53.99,List: $99.99Lowest Amazon: $53.82New Amazon: $53.99
2130,Catan: Portable Edition,6.16,6.79,2002.00,1672.00,17.00,1393.00,28.00,New Amazon: $133.71,List: $28.00Lowest Amazon: $98.95New Amazon: $133.71
2131,DreadBall: The Futuristic Sports Game,6.16,7.36,2012.00,1673.00,17.00,774.00,79.99,,List: $79.99New Amazon: $34.27
2132,Ace of Aces: Handy Rotary Series,6.16,7.00,1980.00,1674.00,17.00,1049.00,,Lowest Amazon: $55.99New Amazon: $78.00,
2133,Pendragon: The Fall of Roman Britain,6.15,7.98,2017.00,1675.00,17.00,477.00,,,Lowest Amazon: $55.99New Amazon: $78.00
2134,Merchants of Amsterdam,6.15,6.72,2000.00,1676.00,17.00,1495.00,39.99,New Amazon: $38.39,List: $39.99Lowest Amazon: $29.99New Amazon: $38.39
2135,Cargo Noir,6.15,6.49,2011.00,1677.00,17.00,2594.00,49.99,,List: $49.99New Amazon: $119.99
2136,Band of Brothers: Screaming Eagles,6.15,7.81,2011.00,1678.00,17.00,526.00,,New Amazon: $36.15,
2137,Heroes Wanted,6.15,6.86,2014.00,1679.00,17.00,1390.00,,Custom Heroes(2017),New Amazon: $36.15
2138,Custom Heroes,6.15,6.89,2017.00,1680.00,17.00,1150.00,29.99,New Amazon: $25.99,List: $29.99Lowest Amazon: $21.44New Amazon: $25.99
2139,Don't Mess with Cthulhu,6.15,6.97,2014.00,1681.00,17.00,1040.00,,List: $77.00New Amazon: $76.99,
2140,The World of SMOG: Rise of Moloch,6.15,8.05,2018.00,1682.00,17.00,556.00,77.00,,List: $77.00New Amazon: $76.99
2141,Legacy: Gears of Time,6.15,7.08,2012.00,1683.00,17.00,897.00,49.99,,List: $49.99New Amazon: $49.99
2142,Unlock! The Island of Doctor Goorse,6.15,6.82,2017.00,1684.00,17.00,1200.00,,Hands in the Sea(2016),New Amazon: $11.18
2143,Hands in the Sea,6.15,7.91,2016.00,1685.00,17.00,466.00,,,Lowest Amazon: $90.00New Amazon: $100.00
2144,Witch of Salem,6.15,6.65,2008.00,1686.00,17.00,1705.00,,List: $29.95Lowest Amazon: $19.54New Amazon: $23.98,
2145,Drop It,6.15,6.95,2018.00,1687.00,17.00,1007.00,29.95,New Amazon: $23.98,List: $29.95Lowest Amazon: $19.54New Amazon: $23.98
2146,Machiavelli,6.15,7.10,1977.00,1688.00,17.00,969.00,,,Lowest Amazon: $79.95New Amazon: $224.95
2147,Quartermaster General: 1914,6.15,7.68,2016.00,1689.00,17.00,543.00,59.95,,List: $59.95New Amazon: $54.41
2148,Gunslinger,6.15,7.10,1982.00,1690.00,17.00,929.00,,List: $50.00New Amazon: $149.95,
2149,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",6.15,8.01,2012.00,1691.00,17.00,443.00,50.00,,List: $50.00New Amazon: $149.95
2150,"Machi Koro: Bright Lights, Big City",6.15,6.74,2016.00,1692.00,17.00,1586.00,29.99,,List: $29.99New Amazon: $34.94
2151,Ubongo Extreme,6.15,6.82,2007.00,1693.00,17.00,1189.00,,Byzantium(2005),New Amazon: $119.99
2152,Byzantium,6.15,6.83,2005.00,1694.00,17.00,1164.00,59.95,New Amazon: $119.99,List: $59.95Lowest Amazon: $58.00New Amazon: $119.99
2153,Koryŏ,6.15,6.73,2013.00,1695.00,17.00,1463.00,,,
2154,TAMSK,6.15,6.77,1998.00,1696.00,17.00,1304.00,,Lowest Amazon: $40.00New Amazon: $199.98,
2155,Wings of War: The Dawn of World War II,6.15,6.86,2007.00,1697.00,17.00,1227.00,,,Lowest Amazon: $40.00New Amazon: $199.98
2156,Frostgrave,6.15,8.08,2015.00,1698.00,17.00,499.00,24.95,New Amazon: $23.15,List: $24.95Lowest Amazon: $13.83New Amazon: $23.15
2157,Giganten,6.15,6.72,1999.00,1699.00,17.00,1339.00,,List: $89.95Lowest Amazon: Too low to displayNew Amazon: $71.95,
2158,Star Wars: Legion,6.15,8.10,2018.00,1700.00,17.00,550.00,89.95,New Amazon: $71.95,List: $89.95Lowest Amazon: Too low to displayNew Amazon: $71.95
2159,Lost: The Game,5.17,3.67,2006.00,16901.00,170.00,279.00,19.99,New Amazon: $28.33,List: $19.99Lowest Amazon: $15.99New Amazon: $28.33
2160,Chinese Checkers,5.17,5.10,1893.00,16902.00,170.00,3609.00,19.99,iOS App: Free,List: $19.99New Amazon: $12.99
2161,Aggravation,5.16,4.76,1962.00,16903.00,170.00,926.00,9.99,New Amazon: $45.54,List: $9.99Lowest Amazon: $9.99New Amazon: $45.54
2162,Assassin,5.16,3.49,1993.00,16904.00,170.00,245.00,,Lowest Amazon: $6.95New Amazon: $25.00,
2163,Who Wants to Be a Millionaire,5.16,4.60,2000.00,16905.00,170.00,752.00,,,Lowest Amazon: $6.95New Amazon: $25.00
2164,Trump: The Game,5.16,4.36,1989.00,16906.00,170.00,610.00,9.99,New Amazon: $74.95,List: $9.99Lowest Amazon: $41.25New Amazon: $74.95
2165,The Mad Magazine Game,5.16,4.89,1979.00,16907.00,170.00,1232.00,,,Lowest Amazon: $21.90New Amazon: $149.99
2166,The Lord of the Rings: The Fellowship of the Ring,5.16,3.27,2002.00,16908.00,170.00,222.00,,Don't Break the Ice(1965),Used Amazon: $6.00
2167,Don't Break the Ice,5.16,4.73,1965.00,16909.00,170.00,930.00,10.99,New Amazon: $75.00,List: $10.99Lowest Amazon: $15.59New Amazon: $75.00
2168,A Question of Scruples,5.15,4.60,1984.00,16910.00,170.00,692.00,,,Lowest Amazon: $28.00New Amazon: $87.94
2169,Monopoly: Star Wars,5.14,4.97,1997.00,16911.00,170.00,1645.00,,,Lowest Amazon: $7.19New Amazon: $59.95
2170,Ker Plunk,5.14,4.77,1967.00,16912.00,170.00,1137.00,16.99,,List: $16.99New Amazon: $14.97
2171,Outdoor Survival,5.12,4.68,1972.00,16913.00,170.00,893.00,,,Lowest Amazon: $55.00New Amazon: $122.34
2172,Jumanji,5.12,4.46,1995.00,16914.00,170.00,633.00,,,Lowest Amazon: $8.50New Amazon: $79.00
2173,Bunco,5.11,3.04,1855.00,16916.00,170.00,233.00,17.99,,List: $17.99Used Amazon: $14.98
2174,Go For Broke,5.09,4.64,1965.00,16917.00,170.00,1050.00,,List: $24.99Lowest Amazon: $12.40New Amazon: $19.59,
2175,Labyrinth,5.08,4.57,1940.00,16918.00,170.00,983.00,24.99,New Amazon: $19.59,List: $24.99Lowest Amazon: $12.40New Amazon: $19.59
2176,Phase 10,5.08,5.09,1982.00,16919.00,170.00,6173.00,6.99,New Amazon: $12.33,List: $6.99Lowest Amazon: $9.75New Amazon: $12.33
2177,MindTrap,5.08,4.76,1991.00,16920.00,170.00,1602.00,29.99,New Amazon: $49.99,List: $29.99Lowest Amazon: $24.99New Amazon: $49.99
2178,Afrikan tähti,5.07,4.64,1951.00,16921.00,170.00,1108.00,,List: $9.99Lowest Amazon: $8.99New Amazon: $9.99,
2179,Dirty Minds: The Game of Naughty Clues,5.07,4.03,1990.00,16922.00,170.00,506.00,9.99,New Amazon: $9.99,List: $9.99Lowest Amazon: $8.99New Amazon: $9.99
2180,In a Pickle,5.07,4.69,2004.00,16923.00,170.00,1227.00,12.99,New Amazon: $14.00,List: $12.99Lowest Amazon: $3.99New Amazon: $14.00
2181,Memory,5.01,4.74,1959.00,16927.00,170.00,2030.00,22.99,New Amazon: $22.99,List: $22.99Lowest Amazon: $17.35New Amazon: $22.99
2182,The Ungame,5.00,2.76,1973.00,16928.00,170.00,278.00,25.00,New Amazon: $23.99,List: $25.00Lowest Amazon: $18.99New Amazon: $23.99
2183,Blackjack,4.99,4.58,1700.00,16929.00,170.00,1302.00,23.99,,List: $23.99New Amazon: $11.95
2184,Pay Day,4.99,4.77,1975.00,16930.00,170.00,2147.00,18.99,New Amazon: $13.47,List: $18.99Lowest Amazon: $11.07New Amazon: $13.47
2185,Hangman,4.99,4.21,1976.00,16931.00,170.00,788.00,9.99,New Amazon: $72.00,List: $9.99Lowest Amazon: $18.52New Amazon: $72.00
2186,Simon,4.98,4.23,1978.00,16932.00,170.00,836.00,,,Lowest Amazon: $33.75New Amazon: $109.99
2187,Perfection,4.98,4.28,1973.00,16933.00,170.00,882.00,10.99,New Amazon: $10.99,List: $10.99Lowest Amazon: $7.99New Amazon: $10.99
2188,Fact or Crap,4.98,3.84,2001.00,16934.00,170.00,588.00,24.99,New Amazon: $39.99,List: $24.99Lowest Amazon: $6.38New Amazon: $39.99
2189,Top Trumps,4.97,4.22,1968.00,16935.00,170.00,811.00,,List: $12.99Lowest Amazon: $6.75New Amazon: $6.89,
2190,Connect Four,4.93,4.85,1974.00,16936.00,170.00,5602.00,12.99,New Amazon: $6.89,List: $12.99Lowest Amazon: $6.75New Amazon: $6.89
2191,Checkers,4.93,4.86,1150.00,16937.00,170.00,6078.00,5.00,New Amazon: $12.49,List: $5.00Lowest Amazon: $6.74New Amazon: $12.49
2192,Guess Who?,4.93,4.78,1979.00,16938.00,170.00,3665.00,17.99,New Amazon: $38.99,List: $17.99Lowest Amazon: $10.00New Amazon: $38.99
2193,Monopoly Junior,4.91,4.31,1990.00,16939.00,170.00,1178.00,11.99,New Amazon: $39.99,List: $11.99Lowest Amazon: $31.18New Amazon: $39.99
2194,Anti-Monopoly,4.89,3.64,1973.00,16940.00,170.00,607.00,31.24,New Amazon: $17.39,List: $31.24Lowest Amazon: $12.31New Amazon: $17.39
2195,The Worst-Case Scenario Survival Game,4.83,3.28,2002.00,16941.00,170.00,538.00,25.99,New Amazon: $78.95,List: $25.99Lowest Amazon: $13.75New Amazon: $78.95
2196,Barrel of Monkeys,4.81,3.61,1965.00,16942.00,170.00,681.00,,,
2197,The Oregon Trail Card Game,4.79,4.38,2016.00,16944.00,170.00,1912.00,29.99,New Amazon: $9.99,List: $29.99Lowest Amazon: $9.38New Amazon: $9.99
2198,Twister,4.76,4.54,1966.00,16946.00,170.00,3234.00,21.99,New Amazon: $15.99,List: $21.99Lowest Amazon: $14.70New Amazon: $15.99
2199,Pick Up Sticks,4.73,4.25,1850.00,16947.00,170.00,1848.00,9.99,,List: $9.99New Amazon: $19.99
2200,Hi Ho! Cherry-O,4.69,3.60,1960.00,16948.00,170.00,878.00,,Battleship(1931),New Amazon: $9.95
2201,Battleship,4.67,4.59,1931.00,16949.00,170.00,7080.00,16.99,New Amazon: $11.90,List: $16.99Lowest Amazon: $10.65New Amazon: $11.90
2202,Pachisi,4.67,4.47,400.00,16950.00,170.00,3695.00,19.99,New Amazon: $18.94,List: $19.99Lowest Amazon: $13.94New Amazon: $18.94
2203,Hungry Hungry Hippos,4.63,4.11,1966.00,16951.00,170.00,1951.00,29.99,New Amazon: $29.99,List: $29.99Lowest Amazon: $13.77New Amazon: $29.99
2204,Cootie,4.62,3.31,1927.00,16952.00,170.00,799.00,10.79,New Amazon: $19.94,List: $10.79Lowest Amazon: $18.40New Amazon: $19.94
2205,Sorry!,4.62,4.49,1929.00,16953.00,170.00,4965.00,12.99,New Amazon: $14.68,List: $12.99Lowest Amazon: $12.99New Amazon: $14.68
2206,Battle of the Sexes,4.60,3.48,1997.00,16954.00,170.00,1008.00,19.99,New Amazon: $22.00,List: $19.99Lowest Amazon: $5.33New Amazon: $22.00
2207,Old Maid,4.56,3.59,1874.00,16955.00,170.00,1145.00,,Go Fish,New Amazon: $8.25
2208,Mouse Trap,4.54,4.09,1963.00,16957.00,170.00,2317.00,24.99,New Amazon: $22.90,List: $24.99Lowest Amazon: $16.98New Amazon: $22.90
2209,Operation,4.47,4.07,1965.00,16958.00,170.00,2991.00,19.99,New Amazon: $19.69,List: $19.99Lowest Amazon: $15.85New Amazon: $19.69
2210,Monopoly,4.32,4.38,1933.00,16959.00,170.00,23338.00,19.99,New Amazon: $11.99,List: $19.99Lowest Amazon: $11.15New Amazon: $11.99
2211,Trouble,4.27,3.76,1965.00,16960.00,170.00,2690.00,12.99,New Amazon: $6.79,List: $12.99Lowest Amazon: $6.31New Amazon: $6.79
2212,The Game of Life,4.24,4.23,1960.00,16961.00,170.00,8736.00,19.99,New Amazon: $19.02,List: $19.99Lowest Amazon: $16.74New Amazon: $19.02
2213,LCR,4.24,3.26,1983.00,16962.00,170.00,1510.00,,,Lowest Amazon: $1.55New Amazon: $7.00
2214,Bingo,3.86,2.76,1530.00,16964.00,170.00,1791.00,17.99,Candy Land(1949),List: $17.99
2215,Candy Land,3.76,3.17,1949.00,16965.00,170.00,3383.00,10.99,,List: $10.99New Amazon: $7.89
2216,Chutes and Ladders,3.56,2.81,#VALUE!,16966.00,170.00,3097.00,12.99,New Amazon: $12.99,List: $12.99Lowest Amazon: $9.74New Amazon: $12.99
2217,Tic-Tac-Toe,3.47,2.61,#VALUE!,16967.00,170.00,2760.00,,MedFront(1994),
2218,Battlestations,6.14,7.13,2004.00,1701.00,18.00,911.00,59.95,,List: $59.95New Amazon: $69.99
2219,The Fury of Dracula,6.14,6.93,1987.00,1702.00,18.00,1112.00,,Hunt for the Ring(2017),
2220,Hunt for the Ring,6.14,7.36,2017.00,1704.00,18.00,707.00,41.97,New Amazon: $41.97,List: $41.97Lowest Amazon: $37.49New Amazon: $41.97
2221,Valletta,6.14,7.05,2017.00,1705.00,18.00,864.00,,,Lowest Amazon: $27.54New Amazon: $28.99
2222,Ave Roma,6.14,7.25,2016.00,1706.00,18.00,737.00,,,
2223,Liberty Roads,6.14,8.11,2009.00,1707.00,18.00,446.00,,,
2224,FAB: The Bulge,6.14,7.42,2008.00,1708.00,18.00,631.00,,List: $34.95New Amazon: $29.95,
2225,Cave Troll,6.14,6.41,2002.00,1709.00,18.00,3335.00,34.95,,List: $34.95New Amazon: $29.95
2226,Flying Colors,6.14,7.45,2005.00,1710.00,18.00,652.00,,,
2227,Ghost Blitz 2,6.14,6.79,2012.00,1711.00,18.00,1315.00,,Lowest Amazon: $99.99New Amazon: $189.95,
2228,Dungeon Command: Curse of Undeath,6.14,7.49,2012.00,1712.00,18.00,643.00,,,Lowest Amazon: $99.99New Amazon: $189.95
2229,Boss Monster: The Dungeon Building Card Game,6.14,6.31,2013.00,1713.00,18.00,11201.00,24.99,New Amazon: $19.90,List: $24.99Lowest Amazon: $13.00New Amazon: $19.90
2230,Merchants of the Middle Ages,6.14,6.76,1999.00,1714.00,18.00,1288.00,,New Amazon: $34.99,
2231,Mistfall,6.14,6.83,2015.00,1715.00,18.00,1396.00,,Phoenicia(2007),New Amazon: $34.99
2232,Phoenicia,6.14,6.58,2007.00,1716.00,18.00,1833.00,,Ascension: Apprentice Edition(2013),New Amazon: $18.99
2233,Ascension: Apprentice Edition,6.14,7.10,2013.00,1717.00,18.00,895.00,,The Battle at Kemble's Cascade(2014),New Amazon: $7.25
2234,The Battle at Kemble's Cascade,6.14,6.79,2014.00,1718.00,18.00,1284.00,,Lignum (second edition)(2017),New Amazon: $37.99
2235,Lignum (second edition),6.14,7.90,2017.00,1719.00,18.00,451.00,49.95,,List: $49.95New Amazon: $49.95
2236,Colonial: Europe's Empires Overseas,6.14,7.21,2011.00,1720.00,18.00,877.00,,Dungeon Raiders(2011),New Amazon: $48.99
2237,Dungeon Raiders,6.14,6.70,2011.00,1721.00,18.00,1613.00,,Pandemic: Contagion(2014),New Amazon: $65.00
2238,Pandemic: Contagion,6.14,6.46,2014.00,1722.00,18.00,2666.00,29.99,New Amazon: $25.12,List: $29.99Lowest Amazon: $23.99New Amazon: $25.12
2239,Shear Panic,6.14,6.38,2005.00,1723.00,18.00,3546.00,30.00,New Amazon: $59.00,List: $30.00Lowest Amazon: $49.99New Amazon: $59.00
2240,Mini Rails,6.14,6.98,2017.00,1724.00,18.00,927.00,,List: $59.99New Amazon: $18.16,
2241,Queen's Architect,6.14,6.92,2015.00,1725.00,18.00,1006.00,59.99,,List: $59.99New Amazon: $18.16
2242,The Capitals,6.14,6.99,2013.00,1726.00,18.00,947.00,40.02,,List: $40.02New Amazon: $38.85
2243,VivaJava: The Coffee Game,6.14,6.90,2012.00,1727.00,18.00,1007.00,54.95,New Amazon: $32.05,List: $54.95Lowest Amazon: $21.50New Amazon: $32.05
2244,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,6.14,6.80,2015.00,1728.00,18.00,1515.00,29.99,New Amazon: $23.97,List: $29.99Lowest Amazon: $22.95New Amazon: $23.97
2245,Crown of Emara,6.14,7.42,2018.00,1729.00,18.00,614.00,,List: $13.73Lowest Amazon: $4.42New Amazon: $11.86,
2246,World of Warcraft Trading Card Game,6.13,6.69,2006.00,1730.00,18.00,1774.00,13.73,New Amazon: $11.86,List: $13.73Lowest Amazon: $4.42New Amazon: $11.86
2247,Taboo,6.13,6.28,1989.00,1731.00,18.00,8898.00,,,Lowest Amazon: $10.50New Amazon: $26.89
2248,Funny Friends,6.13,6.50,2005.00,1732.00,18.00,2296.00,,Priests of Ra(2009),New Amazon: $199.99
2249,Priests of Ra,6.13,6.86,2009.00,1733.00,18.00,1099.00,34.99,,List: $34.99New Amazon: $79.99
2250,Keltis: Das Kartenspiel,6.13,6.72,2009.00,1734.00,18.00,1384.00,,List: $59.95Lowest Amazon: $29.95New Amazon: $54.99,
2251,Outpost,6.13,6.83,1991.00,1735.00,18.00,1115.00,59.95,New Amazon: $54.99,List: $59.95Lowest Amazon: $29.95New Amazon: $54.99
2252,Pack & Stack,6.13,6.44,2008.00,1736.00,18.00,2713.00,,Lowest Amazon: $33.11New Amazon: $38.44,
